pH,MO,fosforo,azufre,calcio,magnesio,potasio,CIC,CE,anios_est,IPS
4.19,3.47,0.645,2.06,0.53,0.2,0.1,4.72,0.24,0.5,36
5.34,3.404,1.935,4.603,3.227,0.987,0.045,4.704,0.256,0.5,49
4.34,1.144,3.947,6.337,1.861,0.41,0.369,11.06,0.188,3.0,46
5.18,2.1,4.28,5.3,0.54,0.2,0.045,1.47,0.06,15.0,42
5.35,4.451,23.52,23.87,8.107,1.112,0.72,10.34,0.322,0.5,80
5.059,14.93,74.63,69.48,7.859,1.643,0.805,11.55,1.944,0.5,82
4.76,1.05,0.645,2.28,0.34,0.13,0.045,2.65,0.11,0.5,37
4.73,5.296,4.213,4.591,3.689,0.906,0.334,10.58,0.21,7.5,62
4.54,8.729,90.88,2.861,4.823,0.847,0.376,8.259,0.489,0.5,69
6.03,1.302,1.935,9.05,3.957,1.864,0.045,6.038,0.104,0.5,58
5.54,15.84,7.208,3.208,6.66,0.878,0.542,8.169,0.411,0.5,76
5.5,0.957,33.83,2.252,2.87,1.213,0.176,4.292,0.239,0.5,63
4.88,4.57,5.28,4.41,2.67,0.21,0.13,10.31,0.12,0.5,52
6.27,2.52,25.06,5.19,4.73,1.2,0.1,6.17,0.14,0.5,67
5.55,9.178,26.85,6.953,4.458,0.853,0.492,6.122,0.221,3.0,77
5.36,1.71,1.44,1.78,7.36,4.92,0.19,13.75,0.09,0.5,66
5.09,4.929,1.935,2.553,2.047,0.633,0.109,7.948,0.061,0.5,53
5.73,15.77,3.99,2.01,3.61,0.55,0.17,4.41,0.18,3.0,64
5.82,2.524,6.301,1.611,5.173,1.93,0.365,7.595,0.118,0.5,67
5.88,5.535,105.9,8.66,8.879,4.609,2.294,16.07,0.705,0.5,95
5.02,1.28,2.32,5.53,0.65,0.13,0.045,3.73,0.07,0.5,42
6.84,3.733,10.1,3.541,30.05,3.35,0.2,33.74,0.32,0.5,83
5.22,8.302,9.937,21.82,1.549,0.53,0.146,2.583,0.262,15.0,50
5.74,20.88,15.53,8.413,11.93,2.355,1.194,15.65,0.687,0.5,93
6.17,3.022,176.5,12.1,12.69,9.868,1.324,23.95,0.297,7.5,93
5.88,3.666,20.65,21.38,9.623,3.389,0.264,13.49,0.496,7.5,83
4.3,2.72,1.935,11.32,0.65,0.1,0.045,4.13,0.3,7.5,32
6.72,1.53,7.85,3.75,13.84,6.11,0.24,20.37,0.11,0.5,76
5.73,3.44,3.699,6.779,4.313,1.507,0.527,6.448,0.152,0.5,73
6.88,1.429,23.8,6.889,9.901,5.753,0.207,16.0,0.229,3.0,82
4.79,1.003,1.935,2.631,0.25,0.1,0.045,4.411,0.05,0.5,37
4.73,12.11,2.667,11.26,0.343,0.164,0.147,1.289,0.33,3.0,48
7.43,2.472,36.05,13.82,21.06,13.65,0.286,36.72,1.094,0.5,72
4.82,6.855,8.715,3.593,1.31,0.26,0.123,4.891,0.198,3.0,45
4.78,2.65,25.34,7.75,0.56,0.21,0.045,2.08,0.12,0.5,43
7.15,1.81,77.95,49.69,12.09,3.95,0.34,17.08,1.95,3.0,77
4.84,22.39,46.2,9.725,2.387,0.535,0.271,7.85,0.459,0.5,66
5.19,6.0,7.8,10.52,0.72,0.28,0.13,4.48,0.11,0.5,50
4.61,4.226,8.727,2.985,1.104,0.945,0.291,4.419,0.176,0.5,44
4.99,10.48,2.03,9.122,3.556,0.154,0.192,4.588,0.126,0.5,54
8.68,1.374,35.67,6.576,42.86,2.189,0.331,45.69,0.489,0.5,70
5.82,5.852,37.87,2.365,8.754,0.972,0.256,10.77,0.213,0.5,80
5.07,1.478,40.16,54.03,2.659,0.657,0.374,4.609,0.438,0.5,59
5.02,3.05,1.935,10.39,1.12,0.36,0.31,5.49,0.18,0.5,56
5.0,2.212,5.187,5.69,1.16,0.287,0.045,2.593,0.121,0.5,42
5.05,16.97,48.65,5.901,1.516,0.308,0.288,5.075,0.195,7.5,68
4.62,9.62,52.63,22.19,1.58,0.35,1.28,7.69,0.95,0.5,63
6.99,1.374,8.755,119.3,11.0,2.158,0.32,13.95,3.007,0.5,68
5.3,2.5,4.5,6.202,0.65,0.15,0.045,2.42,0.223,0.5,32
5.12,2.896,3.587,9.875,1.754,1.413,0.219,4.843,0.14,3.0,49
4.45,1.42,9.58,8.45,0.295,0.1,0.045,7.43,0.12,0.5,36
6.35,0.66,13.21,3.03,3.62,1.14,0.25,5.1,0.21,0.5,64
5.019,10.63,8.1,8.235,9.659,1.727,0.192,12.42,0.406,3.0,76
6.4,5.996,15.55,2.236,9.527,2.217,0.228,12.0,0.144,3.0,84
5.33,1.436,60.96,4.881,2.459,0.439,0.045,3.576,0.098,0.5,53
5.41,4.19,10.78,7.66,8.59,2.14,0.19,11.06,0.12,0.5,75
6.89,2.232,26.06,4.843,15.45,9.34,0.516,25.52,0.406,0.5,87
5.16,1.43,3.4,2.09,0.47,0.14,0.045,1.46,0.06,7.5,42
6.35,1.59,11.15,6.202,4.59,1.29,0.25,6.2,0.223,0.5,57
4.099,10.57,1.935,19.03,1.488,0.349,0.21,5.221,1.148,7.5,45
5.33,11.52,56.62,4.756,2.695,1.089,0.96,5.346,0.264,15.0,80
4.28,3.964,2.152,3.414,1.147,0.354,0.14,6.831,0.252,3.0,40
5.43,1.65,1.935,1.51,13.03,6.05,0.37,20.16,0.4,0.5,74
4.98,19.5,2.08,11.7,0.83,0.36,0.19,3.18,0.25,3.0,51
5.13,8.29,4.39,5.95,0.295,0.21,0.045,1.57,0.1,7.5,50
4.8,2.14,1.935,14.82,0.56,0.1,0.045,1.49,0.12,3.0,37
4.74,3.93,4.554,9.216,3.131,0.615,0.308,7.281,0.233,15.0,54
5.4,3.17,4.59,5.3,7.75,2.68,0.29,10.95,0.5,0.5,68
8.05,1.78,69.86,14.47,17.62,2.61,0.64,21.39,0.74,0.5,72
5.37,17.22,13.93,10.66,5.728,1.313,0.445,8.53,0.505,7.5,74
5.59,3.45,3.96,6.202,1.96,0.25,0.16,2.42,0.223,0.5,44
4.7,2.33,1.935,6.971,1.0,0.5,0.21,5.491,0.132,0.5,44
4.82,1.908,1.935,4.166,0.25,0.1,0.045,3.71,0.07,0.5,37
6.3,2.09,1.59,3.08,10.24,8.56,0.045,18.93,0.09,0.5,73
5.0,1.02,1.935,4.05,0.56,0.1,0.045,1.75,0.06,0.5,42
9.74,0.73,224.2,253.8,23.21,7.554,0.385,45.53,9.721,0.5,64
7.52,1.482,111.2,275.0,46.45,2.37,0.784,50.19,10.34,0.5,71
4.92,3.884,20.33,3.142,4.16,0.99,0.28,6.759,0.28,3.0,60
5.82,9.42,14.3,3.27,3.75,0.7,0.16,5.11,0.15,0.5,68
4.73,1.69,1.73,3.56,0.74,0.17,0.045,4.38,0.08,0.5,37
5.34,3.747,13.25,59.7,17.65,1.804,0.215,20.03,0.925,0.5,73
6.45,12.46,85.36,6.86,17.2,3.29,0.52,21.06,0.38,3.0,100
5.17,2.03,14.14,3.69,6.33,0.67,0.13,10.07,0.12,7.5,59
7.8,3.02,174.9,4.93,32.4,0.93,0.34,33.75,0.52,0.5,72
6.69,1.581,37.23,47.01,9.809,5.427,0.249,15.64,1.057,7.5,77
5.46,27.03,6.415,5.117,6.364,0.935,0.118,7.456,0.232,3.0,63
7.28,2.69,93.96,10.54,13.96,1.33,1.39,16.72,0.44,0.5,81
5.16,1.394,2.522,5.103,2.92,2.282,0.121,6.613,0.08,3.0,56
6.71,1.072,1.935,6.156,4.529,2.211,0.113,6.961,0.127,0.5,64
5.27,3.275,5.013,1.605,6.495,1.379,0.045,8.423,0.349,3.0,60
5.44,2.047,5.857,7.265,2.317,1.343,0.154,4.106,0.134,7.5,52
6.64,1.39,24.67,6.75,8.81,1.56,0.12,10.62,0.2,0.5,73
5.05,2.03,1.935,5.17,4.02,1.91,0.2,6.4,0.54,0.5,57
6.7,12.36,124.9,7.292,13.47,1.285,0.537,15.35,0.351,0.5,97
5.27,5.1,1.32,4.28,0.11,0.03,0.11,2.66,0.06,0.5,50
6.78,11.54,225.5,103.3,18.48,6.397,4.036,32.26,4.205,0.5,92
4.9,10.31,6.198,8.663,8.392,4.714,0.207,15.29,1.211,0.5,72
4.46,2.336,6.584,2.527,0.835,0.328,0.045,3.118,0.299,0.5,32
5.86,2.76,2.73,3.69,3.62,1.41,0.93,6.06,0.14,0.5,66
5.44,1.1,1.935,16.53,1.83,0.33,0.045,2.41,0.24,0.5,42
5.1,0.95,0.645,2.78,0.68,0.42,0.15,14.96,0.04,0.5,50
5.91,4.296,4.634,2.805,3.346,0.792,0.202,4.441,0.094,15.0,57
5.32,1.91,1.91,5.0,0.84,0.23,0.045,2.09,0.08,0.5,42
5.96,2.24,1.935,3.05,6.21,3.79,0.045,10.27,0.08,0.5,68
4.26,3.0,8.403,7.5,0.45,0.21,0.12,3.15,0.2,0.5,30
5.05,1.466,1.935,3.825,0.737,0.347,0.045,5.402,0.051,3.0,46
5.61,6.78,91.07,22.79,10.28,1.28,0.45,12.17,0.45,3.0,89
4.39,2.12,7.06,5.59,0.64,0.18,0.09,5.51,0.14,0.5,36
6.26,15.48,67.44,14.56,12.23,3.023,0.553,15.91,0.256,3.0,100
4.5,3.113,1.935,7.571,0.25,0.335,0.045,4.591,0.129,3.0,41
5.87,7.014,2.738,5.131,9.734,1.48,0.329,11.57,0.643,0.5,79
5.54,3.449,15.88,13.6,0.913,0.216,0.243,1.409,0.131,3.0,57
4.85,1.83,5.33,6.202,1.03,0.16,0.09,3.57,0.13,0.5,37
5.45,2.36,3.73,5.97,11.56,0.62,0.22,13.12,0.21,3.0,61
5.58,3.417,12.75,4.796,9.919,2.083,0.136,12.23,0.351,3.0,77
4.54,3.15,7.71,5.36,3.68,1.54,0.4,12.34,0.21,0.5,62
6.62,2.14,8.18,4.52,13.19,1.96,0.12,15.36,0.16,7.5,70
5.79,7.33,4.43,4.34,6.82,2.18,0.69,9.79,0.26,3.0,80
6.96,1.47,19.7,11.0,14.91,6.38,0.3,22.51,0.57,0.5,77
4.78,8.57,13.23,14.74,0.71,0.24,0.26,3.29,0.15,3.0,51
5.59,10.07,29.11,18.91,6.485,1.287,1.521,9.719,0.488,3.0,86
6.02,2.885,4.385,2.103,11.44,4.867,0.39,16.8,0.157,0.5,79
5.16,1.416,4.664,3.602,1.378,0.588,0.045,2.8,0.213,0.5,42
8.2,2.07,61.98,12.54,11.18,2.35,0.23,13.89,0.73,0.5,64
5.67,1.098,22.18,8.221,4.266,1.215,0.115,5.737,0.298,0.5,67
5.15,4.339,19.15,6.534,5.882,1.069,0.889,10.39,0.299,0.5,75
6.86,0.339,1.935,1.522,0.908,0.244,0.105,1.398,0.067,0.5,47
5.67,6.161,21.56,10.46,5.565,0.669,0.23,6.566,0.428,0.5,74
4.9,2.474,1.935,24.24,3.179,1.055,0.142,6.064,0.318,0.5,48
6.22,2.34,40.8,7.708,7.607,2.79,0.301,10.83,0.371,0.5,82
5.53,12.64,3.573,9.277,3.556,0.226,0.201,4.038,0.285,0.5,64
5.34,2.537,8.407,6.789,0.886,0.585,1.382,3.261,0.199,7.5,50
3.93,4.746,74.01,11.19,1.646,0.945,0.757,5.255,0.449,0.5,56
4.37,4.93,1.935,18.19,0.25,0.19,0.19,4.335,0.253,0.5,39
6.14,4.776,9.441,3.371,13.17,1.285,0.137,14.63,0.302,15.0,71
5.31,9.109,13.28,15.38,1.049,0.1,0.045,2.436,0.146,3.0,53
5.94,2.942,16.04,9.448,9.934,2.353,0.407,12.97,0.291,0.5,79
5.16,4.47,15.25,5.44,5.95,3.07,0.62,17.27,0.19,0.5,81
5.92,1.404,15.04,3.581,11.36,2.93,0.1,14.49,0.137,0.5,73
5.91,2.79,3.55,10.08,5.2,1.93,0.38,7.56,0.09,0.5,67
6.0,4.424,12.0,8.587,10.76,2.828,0.172,13.94,0.439,0.5,80
4.55,10.7,115.3,17.42,2.997,1.499,0.678,7.846,1.2,3.0,70
5.27,5.54,24.25,103.72,11.96,7.78,0.3,20.49,1.27,0.5,80
5.72,18.47,71.33,12.56,8.798,0.863,0.348,10.37,0.631,0.5,86
4.49,1.26,80.76,6.03,0.215,0.166,0.045,1.897,0.206,0.5,40
7.46,1.78,21.78,4.97,42.41,7.57,0.5,50.75,0.46,0.5,80
7.97,2.55,79.2,5.26,12.61,2.81,0.14,15.84,0.31,3.0,71
6.52,0.634,10.85,1.022,1.878,0.729,0.105,2.768,0.126,0.5,50
5.8,4.0,114.48,4.72,4.93,0.41,0.09,5.49,0.18,7.5,69
6.06,4.28,2.64,2.19,24.56,5.19,0.18,30.48,0.21,0.5,80
7.05,5.35,241.4,19.98,18.01,1.46,0.711,20.57,1.341,0.5,84
6.0,5.36,3.14,2.53,8.67,7.68,0.26,16.7,0.07,7.5,84
5.95,0.785,53.52,2.007,2.446,0.812,0.118,3.414,0.171,7.5,58
7.28,1.1,54.91,23.47,10.09,3.87,0.46,14.79,0.65,0.5,77
8.15,2.872,64.58,4.442,23.07,0.263,0.147,23.7,0.43,0.5,59
5.27,11.7,97.71,37.97,4.268,2.785,1.23,9.075,1.084,15.0,81
7.76,2.81,23.67,4.17,50.51,8.0,3.11,61.86,0.3,0.5,77
5.68,5.59,28.53,15.01,12.41,3.69,0.36,16.61,0.28,0.5,93
4.95,5.076,6.406,3.841,0.596,0.29,0.152,3.189,0.195,0.5,48
4.81,1.81,12.04,6.202,1.22,1.07,0.63,4.61,0.39,0.5,52
6.0,1.83,10.31,4.68,2.96,0.64,0.045,3.81,0.17,3.0,53
5.36,2.292,1.935,4.338,4.777,2.035,0.045,7.641,0.181,3.0,59
5.45,5.333,13.46,4.258,6.364,2.384,0.406,10.03,0.212,0.5,80
4.389,2.18,3.121,1.162,0.099,0.051,0.045,3.937,0.078,0.5,32
7.04,3.22,8.403,11.9,17.34,8.36,1.53,27.4,0.223,0.5,68
5.27,2.404,21.26,10.76,4.266,1.264,0.109,6.296,0.306,0.5,62
5.18,3.709,19.29,14.43,2.52,0.431,0.268,4.162,0.302,15.0,55
4.61,3.848,10.36,5.676,0.359,0.219,0.106,3.507,0.201,0.5,44
5.83,11.61,3.274,8.378,5.728,1.85,0.768,8.395,0.295,0.5,80
4.849,1.022,3.994,4.276,0.25,0.1,0.045,1.5,0.147,0.5,37
5.03,1.42,10.73,21.91,4.297,1.35,0.111,6.751,0.351,0.5,59
5.07,0.743,1.935,0.999,0.25,0.1,0.045,2.653,0.03,15.0,42
4.91,1.71,0.645,2.39,0.93,0.88,0.23,21.81,0.06,0.5,51
6.44,3.1,5.75,17.37,8.34,3.78,0.37,12.67,0.23,0.5,80
5.07,1.84,0.645,6.16,3.89,2.02,0.21,7.82,0.2,0.5,59
4.37,5.712,2.166,2.524,0.661,0.344,0.143,5.626,0.212,3.0,44
4.41,4.0,4.546,3.861,5.13,1.036,0.357,13.3,0.146,3.0,60
5.51,3.245,3.789,3.134,29.35,10.5,0.683,40.84,0.752,0.5,83
7.85,4.52,70.41,13.83,23.79,2.268,0.626,26.8,0.905,0.5,81
6.02,1.752,12.39,2.44,6.737,1.39,0.177,8.39,0.046,0.5,67
4.22,1.599,4.44,1.297,0.25,0.301,0.045,3.572,0.254,0.5,32
5.06,7.41,45.43,17.44,2.87,1.15,0.49,6.75,0.45,0.5,75
4.47,1.69,1.935,14.21,0.295,0.1,0.11,3.13,0.11,0.5,32
4.26,3.261,3.69,5.741,1.772,0.39,0.115,6.994,0.207,0.5,40
6.1,2.014,5.288,1.605,5.858,0.867,0.16,6.986,0.169,0.5,60
5.03,4.074,6.259,4.895,3.706,1.696,0.211,8.469,0.169,3.0,60
7.16,5.377,268.1,4.435,19.17,1.558,0.2,20.95,0.239,3.0,84
5.79,1.38,5.48,7.69,3.6,1.9,0.11,5.97,0.23,0.5,58
5.2,9.741,2.115,2.524,4.481,0.612,0.168,6.961,0.261,0.5,63
4.41,1.98,1.935,6.49,0.56,0.1,0.14,2.26,0.22,15.0,32
4.269,13.78,46.56,71.15,1.905,0.698,1.056,7.293,2.1,0.5,55
4.59,1.52,1.935,5.01,1.17,0.5,0.14,4.54,0.27,15.0,37
5.18,2.78,1.935,2.52,0.295,0.1,0.045,3.54,0.04,0.5,42
5.04,1.96,1.935,17.55,3.66,0.59,0.045,5.5,0.31,0.5,49
5.11,11.69,71.27,26.37,6.673,1.156,0.341,9.864,0.633,15.0,79
4.77,4.09,3.78,3.54,1.7,0.25,0.045,5.68,0.21,0.5,45
5.24,4.93,16.63,2.47,1.29,0.26,0.18,3.67,0.11,0.5,52
5.2,0.19,13.74,5.7,1.59,0.27,0.18,4.25,0.11,0.5,48
5.38,1.91,4.31,4.77,1.74,0.41,0.13,2.91,0.09,3.0,42
6.15,2.032,65.6,3.36,9.073,2.375,0.33,11.91,0.178,7.5,84
4.16,3.2,3.342,3.861,0.945,0.289,0.213,10.49,0.133,3.0,47
6.5,4.196,9.159,4.775,8.321,0.12,0.158,8.676,0.207,0.5,66
6.01,2.05,8.403,1.89,8.6,7.42,0.35,16.56,0.16,7.5,77
4.88,3.219,1.935,9.134,1.211,0.488,0.35,5.839,0.202,0.5,51
5.37,11.71,8.403,11.09,3.48,0.74,0.25,5.32,0.18,0.5,61
7.76,0.79,54.95,7.6,10.2,3.5,0.16,14.21,0.24,15.0,71
8.34,3.212,128.0,18.91,48.07,2.388,0.551,51.31,0.53,0.5,76
4.46,2.46,1.935,8.08,0.69,0.24,0.045,5.69,0.27,7.5,36
4.599,2.311,1.935,6.47,0.703,0.221,0.137,4.922,0.137,0.5,37
6.19,2.72,0.645,6.25,12.87,22.0,0.09,35.08,0.08,3.0,73
5.23,10.09,67.81,11.85,3.751,1.204,1.218,7.31,0.396,0.5,80
4.75,7.72,115.23,8.31,2.07,0.56,0.23,9.67,0.24,3.0,63
5.41,3.837,56.97,4.478,4.043,1.048,0.272,5.516,0.313,3.0,71
5.85,3.993,6.597,4.861,16.23,5.701,0.334,22.35,0.235,3.0,83
4.93,1.81,0.645,4.66,1.01,0.56,0.045,5.91,0.06,0.5,41
4.48,3.36,8.1,9.31,1.42,0.48,0.21,9.86,0.17,3.0,43
4.93,0.81,1.71,4.58,0.41,0.23,0.045,2.45,0.1,0.5,37
5.68,3.5,1.66,27.79,2.63,0.51,0.32,3.59,0.1,0.5,60
5.79,7.52,28.31,16.7,3.47,0.36,0.09,4.0,0.21,7.5,64
4.67,2.525,3.926,2.877,0.935,0.164,0.045,3.155,0.148,0.5,37
5.66,3.79,6.8,6.76,3.9,1.12,1.07,6.18,0.18,3.0,70
6.89,1.19,27.66,65.34,10.66,3.83,0.18,15.47,1.76,0.5,77
5.5,13.55,71.05,15.2,3.931,1.11,0.473,6.078,0.472,0.5,83
4.35,0.83,1.935,3.67,0.56,0.1,0.09,6.05,0.12,15.0,36
7.94,5.755,10.85,3.839,19.09,1.418,0.249,20.81,0.621,0.5,72
4.9,2.0,0.645,7.42,8.59,5.51,0.14,27.32,0.14,7.5,63
5.41,4.938,11.44,4.007,6.073,0.792,0.223,8.373,0.157,3.0,62
6.96,2.705,19.91,12.45,17.22,2.898,0.652,20.83,0.354,0.5,84
5.29,8.3,16.06,25.57,2.18,1.06,1.62,5.413,0.779,7.5,70
8.33,0.506,482.7,14.28,7.614,0.455,0.107,8.411,0.592,0.5,48
8.85,2.05,136.15,23.14,35.16,4.75,2.7,42.75,0.78,0.5,72
4.96,12.56,4.259,4.187,0.505,0.188,0.127,1.858,0.324,15.0,48
5.77,9.044,6.775,9.786,6.215,2.282,1.478,10.0,0.333,0.5,80
6.62,2.03,6.91,7.16,7.32,5.55,0.15,13.54,0.18,0.5,68
4.78,1.47,3.11,3.0,0.23,0.09,0.045,3.22,0.07,0.5,37
5.45,1.32,1.935,3.98,1.54,0.52,0.14,2.76,0.12,0.5,42
3.82,2.972,3.894,5.111,0.69,0.338,0.091,3.785,1.203,0.5,27
5.22,2.05,1.935,1.49,0.295,0.2,0.045,2.49,0.04,0.5,42
5.51,3.22,2.95,2.84,3.52,1.51,0.37,5.44,0.2,0.5,68
7.26,0.19,16.59,9.82,1.28,0.43,0.11,1.87,0.11,0.5,45
5.4,14.68,57.87,16.58,9.974,1.226,0.157,11.98,0.94,15.0,82
5.66,9.82,13.13,6.009,4.58,1.44,0.32,6.48,0.308,3.0,78
6.49,2.683,10.51,6.381,9.8,7.392,0.816,18.15,0.234,7.5,84
6.39,1.17,1.935,6.202,13.72,4.17,0.18,18.2,0.11,0.5,76
5.33,11.43,145.0,49.6,6.776,1.295,1.401,9.846,1.924,3.0,78
4.76,1.53,3.04,2.57,0.82,0.26,0.045,4.66,0.12,0.5,37
4.93,1.09,3.48,1.53,0.42,0.13,0.045,1.52,0.07,0.5,37
5.96,2.83,7.94,4.99,16.56,4.56,0.37,21.57,0.15,0.5,79
5.96,2.677,17.71,76.22,3.786,1.423,0.145,5.545,0.235,0.5,61
4.9,1.76,1.64,38.79,0.29,0.11,0.045,2.78,0.06,0.5,37
5.6,1.47,1.935,8.96,2.23,3.12,0.045,5.56,0.09,3.0,61
4.82,3.29,2.88,9.9,1.54,0.53,0.25,5.45,0.16,15.0,48
5.76,2.892,18.53,39.58,10.24,1.88,0.42,12.72,0.48,0.5,76
7.34,0.421,11.29,2.696,3.423,1.612,0.116,5.324,0.157,3.0,56
5.96,2.03,10.61,2.97,4.182,0.685,0.142,5.11,0.109,7.5,60
4.66,3.21,0.606,3.591,0.137,0.092,0.045,3.085,0.027,0.5,41
5.05,4.139,58.38,3.291,2.502,0.832,0.326,4.33,0.158,3.0,63
6.21,3.098,1.935,3.333,9.961,2.332,0.045,12.45,0.148,0.5,74
5.2,0.696,1.935,2.659,0.25,0.1,0.045,2.268,0.056,0.5,42
7.61,1.341,7.453,4.964,7.113,4.255,0.214,11.78,0.552,3.0,59
6.76,2.172,37.65,9.277,12.13,5.181,0.889,18.41,0.222,0.5,87
4.19,2.26,1.935,5.806,0.689,0.226,0.139,3.354,0.231,0.5,32
7.88,0.74,5.51,8.64,11.16,2.33,0.21,14.42,0.8,0.5,61
4.81,2.1,2.2,16.37,0.44,0.19,0.045,3.84,0.14,15.0,37
5.77,21.43,8.73,2.69,1.59,0.64,0.47,2.79,0.16,0.5,64
5.57,2.03,8.82,3.42,5.3,2.3,0.64,8.38,0.21,7.5,72
4.519,1.811,1.935,3.731,1.086,0.182,0.045,2.681,0.16,0.5,37
5.94,0.93,2.33,2.86,1.54,0.52,0.045,2.14,0.05,0.5,47
6.02,3.302,2.178,4.358,12.71,0.415,0.045,13.31,0.247,15.0,67
6.86,7.676,447.0,80.53,4.95,4.201,1.066,11.05,3.35,0.5,84
5.4,0.903,1.935,10.59,7.463,4.057,0.142,12.12,0.639,0.5,61
8.22,1.523,43.44,118.4,9.291,2.567,0.19,13.5,2.044,0.5,58
5.0,9.088,0.775,1.631,1.535,0.494,0.15,3.316,0.33,0.5,50
4.88,0.616,5.131,6.726,0.25,0.1,0.045,5.638,0.06,0.5,41
5.18,1.62,30.92,4.8,1.87,0.5,0.2,3.61,0.17,0.5,51
4.84,5.388,6.458,4.297,2.286,0.454,0.244,9.072,0.215,0.5,55
5.78,2.279,2.627,4.368,9.972,9.755,0.045,19.91,0.355,0.5,73
5.07,4.43,1.935,28.84,0.62,0.41,0.44,2.111,0.314,0.5,52
5.77,4.26,0.645,9.58,23.3,13.39,0.23,37.01,0.25,3.0,80
6.35,1.86,2.82,4.33,6.86,1.58,0.24,8.77,0.27,15.0,64
4.46,2.374,13.38,6.924,3.24,1.595,0.128,6.146,0.68,0.5,44
5.56,7.581,27.12,5.72,4.463,0.797,0.131,5.49,0.208,0.5,71
7.11,0.71,23.13,13.17,25.32,1.04,0.21,26.64,0.64,0.5,72
5.26,0.95,8.22,20.14,3.07,1.18,0.27,5.22,0.31,0.5,56
8.25,0.998,3.887,8.049,21.17,2.276,0.345,24.06,0.387,0.5,64
5.74,3.394,5.528,0.894,5.615,1.11,0.166,6.979,0.171,3.0,68
6.36,2.551,45.62,6.91,21.47,1.07,0.161,22.9,0.402,15.0,81
4.97,2.067,66.97,69.92,10.13,2.44,0.205,13.84,0.722,0.5,69
7.94,0.97,26.07,6.202,26.6,4.53,0.39,33.19,0.223,0.5,65
5.33,24.3,156.5,30.82,17.59,2.664,1.268,22.28,1.35,15.0,90
6.89,0.66,14.04,8.19,3.34,0.85,0.29,4.54,0.21,0.5,56
5.24,1.03,1.935,0.43,7.37,3.63,0.17,14.59,0.11,15.0,66
6.86,2.55,8.403,4.07,3.94,1.9,0.09,5.99,0.21,0.5,56
5.67,0.5,9.45,6.7,4.21,2.54,0.15,6.95,0.2,0.5,64
5.9,8.036,6.139,6.96,8.498,2.713,0.128,11.49,0.3,3.0,78
5.35,3.662,1.964,3.414,3.177,1.444,0.304,6.406,0.134,3.0,63
5.64,2.1,6.153,6.612,6.406,2.326,0.23,9.068,0.221,0.5,67
5.12,9.233,81.77,11.0,2.508,1.171,1.843,6.731,0.419,15.0,77
5.31,4.508,10.81,7.48,3.986,1.379,0.131,6.035,0.271,0.5,60
8.21,1.661,2.163,12.05,2.995,1.603,0.912,5.581,0.424,0.5,51
5.86,2.38,6.05,12.6,4.26,1.52,1.23,7.44,0.5,0.5,67
5.32,12.97,23.69,16.43,7.3,1.185,0.344,9.708,0.203,0.5,79
4.98,2.84,3.17,5.2,5.81,4.14,0.41,14.66,0.18,3.0,64
5.01,5.832,13.12,10.04,5.302,3.037,0.579,9.604,0.238,15.0,78
4.63,2.085,1.987,2.637,1.78,0.408,0.045,4.714,0.239,0.5,37
5.34,13.15,17.33,15.4,5.688,2.208,1.043,9.649,0.989,0.5,79
5.22,2.364,22.26,12.16,2.06,0.707,0.435,3.795,0.324,0.5,57
5.83,0.753,1.935,3.351,10.67,12.07,0.319,23.86,0.173,0.5,79
4.45,14.33,4.868,7.167,0.446,0.211,0.045,4.291,0.436,0.5,43
4.75,6.377,5.108,5.109,1.038,0.376,0.272,5.942,0.197,0.5,52
6.7,1.98,5.61,4.29,12.68,3.12,0.26,16.21,0.32,0.5,76
6.05,0.572,7.196,2.837,8.849,1.746,0.045,10.75,0.105,0.5,67
4.69,1.29,15.23,9.86,1.12,0.25,0.22,2.77,0.2,0.5,43
6.16,0.543,55.57,1.748,1.286,0.439,0.167,1.979,0.108,0.5,58
4.38,2.269,1.815,1.271,2.021,0.133,0.045,4.69,0.073,7.5,35
6.19,10.56,169.3,3.432,13.66,1.299,0.64,15.82,0.199,0.5,97
5.26,11.25,44.33,24.45,4.487,1.49,0.749,7.962,0.804,15.0,81
5.14,4.304,10.67,5.799,2.293,0.545,0.161,3.833,0.338,0.5,55
5.41,1.28,3.65,10.64,3.69,0.44,0.11,6.09,0.09,0.5,49
8.119,5.866,11.48,7.404,42.42,0.819,0.251,43.54,0.916,0.5,63
4.66,12.09,81.2,11.9,1.48,0.293,0.439,7.434,0.326,0.5,66
4.73,1.315,1.935,14.41,1.009,0.326,0.182,4.342,0.175,7.5,40
5.17,19.58,23.44,17.96,3.054,0.358,0.33,5.942,0.41,0.5,72
5.04,1.204,1.935,17.19,0.25,0.1,0.045,2.986,0.028,0.5,42
6.02,12.08,71.74,69.93,14.01,3.91,2.58,20.96,0.97,0.5,98
7.48,1.513,6.561,5.014,12.41,1.436,0.045,14.35,0.157,0.5,62
6.26,2.606,3.612,5.15,15.6,4.916,0.045,21.32,0.217,0.5,73
4.9,0.98,0.645,1.27,0.43,0.13,0.045,1.79,0.05,0.5,37
4.53,2.21,0.645,3.69,0.3,0.16,0.045,2.58,0.1,15.0,37
7.26,3.84,38.07,56.53,27.52,2.27,0.25,30.11,0.78,15.0,79
4.52,2.07,8.86,8.47,0.56,0.29,0.17,3.1,0.34,0.5,40
4.04,9.79,7.731,12.45,0.415,0.263,0.097,3.764,0.989,15.0,38
